Year,Team,Continent,Wins,Draws,Losses,Goals,Total Games,Average Goals,Win Rate
1994,Malaysia,Asia,0,0,1,0,1,0.0,0.0
1994,Mali,Africa,6,6,5,15,17,0.8823529411764706,35.294117647058826
1994,Malta,Europe,1,4,6,6,11,0.5454545454545454,9.090909090909092
1994,Mauritania,Africa,0,4,1,3,5,0.6,0.0
1994,Mauritius,Africa,0,0,1,0,1,0.0,0.0
1994,Mexico,North America,4,3,5,17,12,1.4166666666666667,33.33333333333333
1994,Moldova,Europe,2,0,2,5,4,1.25,50.0
1994,Morocco,Africa,3,5,5,13,13,1.0,23.076923076923077
1994,Mozambique,Africa,3,0,1,7,4,1.75,75.0
1994,Myanmar,Asia,0,1,0,2,1,2.0,0.0
1994,Namibia,Africa,3,0,2,7,5,1.4,60.0
1994,Netherlands,Europe,9,3,3,34,15,2.2666666666666666,60.0
1994,Niger,Africa,3,1,4,17,8,2.125,37.5
1994,Nigeria,Africa,7,3,5,23,15,1.5333333333333334,46.666666666666664
1994,North Macedonia,Europe,2,2,2,7,6,1.1666666666666667,33.33333333333333
1994,Northern Ireland,Europe,3,0,4,9,7,1.2857142857142858,42.857142857142854
1994,Norway,Europe,6,5,3,14,14,1.0,42.857142857142854
1994,Oman,Asia,5,5,5,18,15,1.2,33.33333333333333
1994,Peru,South America,1,2,4,4,7,0.5714285714285714,14.285714285714285
1994,Poland,Europe,5,4,2,15,11,1.3636363636363635,45.45454545454545
1994,Portugal,Europe,4,2,0,16,6,2.6666666666666665,66.66666666666666
1994,Puerto Rico,North America,1,0,1,1,2,0.5,50.0
1994,Qatar,Asia,3,2,4,9,9,1.0,33.33333333333333
1994,Republic of Ireland,Europe,7,2,3,18,12,1.5,58.333333333333336
1994,Romania,Europe,8,5,3,26,16,1.625,50.0
1994,Russia,Europe,6,3,3,23,12,1.9166666666666667,50.0
1994,San Marino,Europe,0,0,3,1,3,0.3333333333333333,0.0
1994,Saudi Arabia,Asia,12,4,10,30,26,1.1538461538461537,46.15384615384615
1994,Scotland,Europe,3,1,3,11,7,1.5714285714285714,42.857142857142854
1994,Senegal,Africa,4,3,6,13,13,1.0,30.76923076923077
1994,Seychelles,Africa,0,0,1,0,1,0.0,0.0
1994,Sierra Leone,Africa,0,1,2,2,3,0.6666666666666666,0.0
1994,Slovakia,Europe,3,3,4,14,10,1.4,30.0
1994,Slovenia,Europe,3,4,1,9,8,1.125,37.5
1994,Solomon Islands,Oceania,3,0,0,6,3,2.0,100.0
1994,South Africa,Africa,2,3,2,4,7,0.5714285714285714,28.57142857142857
1994,Spain,Europe,9,4,2,30,15,2.0,60.0
1994,Sudan,Africa,0,3,1,2,4,0.5,0.0
1994,Suriname,South America,2,1,2,8,5,1.6,40.0
1994,Sweden,Europe,11,4,4,36,19,1.894736842105263,57.89473684210527
1994,Switzerland,Europe,9,3,3,26,15,1.7333333333333334,60.0
1994,Tahiti,Oceania,0,1,1,2,2,1.0,0.0
1994,Tanzania,Africa,4,0,1,10,5,2.0,80.0
1994,Thailand,Asia,0,2,0,3,2,1.5,0.0
1994,Togo,Africa,2,2,2,8,6,1.3333333333333333,33.33333333333333
1994,Trinidad and Tobago,South America,3,0,2,8,5,1.6,60.0
1994,Tunisia,Africa,5,3,1,17,9,1.8888888888888888,55.55555555555556
1994,Turkey,Europe,2,1,3,11,6,1.8333333333333333,33.33333333333333
1994,USA,North America,6,9,9,26,24,1.0833333333333333,25.0
1994,Uganda,Africa,3,1,2,10,6,1.6666666666666667,50.0
1994,Ukraine,Europe,2,3,4,8,9,0.8888888888888888,22.22222222222222
1994,United Arab Emirates,Asia,4,5,5,12,14,0.8571428571428571,28.57142857142857
1994,Uruguay,South America,1,0,0,1,1,1.0,100.0
1994,Vanuatu,Oceania,0,0,2,2,2,1.0,0.0
1994,Venezuela,South America,0,0,1,1,1,1.0,0.0
1994,Wales,Europe,2,0,5,7,7,1.0,28.57142857142857
1994,Yemen,Asia,2,0,1,3,3,1.0,66.66666666666666
1994,Zambia,Africa,9,3,4,27,16,1.6875,56.25
1994,Zimbabwe,Africa,0,1,3,4,4,1.0,0.0
1995,Albania,Europe,2,2,3,9,7,1.2857142857142858,28.57142857142857
1995,Algeria,Africa,5,3,5,18,13,1.3846153846153846,38.46153846153847
1995,Angola,Africa,5,0,1,12,6,2.0,83.33333333333334
1995,Antigua and Barbuda,North America,1,1,3,5,5,1.0,20.0
1995,Argentina,South America,8,3,5,30,16,1.875,50.0
1995,Armenia,Europe,1,1,5,5,7,0.7142857142857143,14.285714285714285
1995,Australia,Oceania,4,1,3,8,8,1.0,50.0
1995,Austria,Europe,4,1,2,24,7,3.4285714285714284,57.14285714285714
1995,Azerbaijan,Europe,0,1,5,2,6,0.3333333333333333,0.0
1995,Bangladesh,Asia,3,0,3,5,6,0.8333333333333334,50.0
1995,Barbados,North America,2,1,4,9,7,1.2857142857142858,28.57142857142857
1995,Belarus,Europe,2,3,3,7,8,0.875,25.0
1995,Belgium,Europe,4,2,2,14,8,1.75,50.0
1995,Benin,Africa,0,0,2,0,2,0.0,0.0
1995,Bolivia,South America,2,4,4,12,10,1.2,20.0
1995,Botswana,Africa,0,1,5,2,6,0.3333333333333333,0.0
1995,Brazil,South America,15,1,1,37,17,2.176470588235294,88.23529411764706
1995,Bulgaria,Europe,4,2,3,16,9,1.7777777777777777,44.44444444444444
1995,Burkina Faso,Africa,0,4,2,7,6,1.1666666666666667,0.0
1995,Cabo Verde,Africa,2,1,1,3,4,0.75,50.0
1995,Cameroon,Africa,6,1,3,13,10,1.3,60.0
1995,Canada,North America,3,1,4,11,8,1.375,37.5
1995,Cayman Islands,North America,1,0,4,5,5,1.0,20.0
1995,Chile,South America,4,3,4,12,11,1.0909090909090908,36.36363636363637
1995,China PR,Asia,1,3,1,4,5,0.8,20.0
1995,Colombia,South America,6,6,5,15,17,0.8823529411764706,35.294117647058826
1995,Congo,Africa,1,1,3,5,5,1.0,20.0
1995,Costa Rica,North America,1,0,7,6,8,0.75,12.5
1995,Croatia,Europe,4,2,1,16,7,2.2857142857142856,57.14285714285714
1995,Cuba,North America,5,1,1,19,7,2.7142857142857144,71.42857142857143
1995,Cyprus,Europe,1,4,5,11,10,1.1,10.0
1995,Czech Republic,Europe,7,2,1,22,10,2.2,70.0
1995,Côte d'Ivoire,Africa,7,6,1,20,14,1.4285714285714286,50.0
1995,Denmark,Europe,9,2,0,21,11,1.9090909090909092,81.81818181818183
1995,Dominica,North America,2,0,0,3,2,1.5,100.0
1995,Dominican Republic,North America,1,0,1,3,2,1.5,50.0
1995,Ecuador,South America,4,1,5,12,10,1.2,40.0
1995,Egypt,Africa,6,6,3,21,15,1.4,40.0
1995,El Salvador,North America,2,0,1,4,3,1.3333333333333333,66.66666666666666
1995,England,Europe,2,5,2,10,9,1.1111111111111112,22.22222222222222
1995,Estonia,Europe,0,0,12,4,12,0.3333333333333333,0.0
1995,Ethiopia,Africa,3,2,4,11,9,1.2222222222222223,33.33333333333333
1995,Faroe Islands,Europe,2,0,6,8,8,1.0,25.0
1995,Fiji,Oceania,2,1,2,12,5,2.4,40.0
1995,Finland,Europe,3,2,6,13,11,1.1818181818181819,27.27272727272727
1995,France,Europe,5,3,0,21,8,2.625,62.5
1995,Gabon,Africa,6,0,4,21,10,2.1,60.0
1995,Gambia,Africa,0,2,3,3,5,0.6,0.0
1995,Georgia,Europe,3,0,3,8,6,1.3333333333333333,50.0
1995,Germany,Europe,8,3,1,26,12,2.1666666666666665,66.66666666666666
1995,Ghana,Africa,5,0,5,12,10,1.2,50.0
1995,Greece,Europe,4,1,5,17,10,1.7,40.0
1995,Grenada,North America,3,0,1,4,4,1.0,75.0
1995,Guatemala,North America,2,0,2,2,4,0.5,50.0
1995,Guinea,Africa,4,1,4,16,9,1.7777777777777777,44.44444444444444
1995,Guinea-Bissau,Africa,2,0,3,4,5,0.8,40.0
1995,Guyana,South America,0,0,2,0,2,0.0,0.0
1995,Honduras,North America,4,1,2,9,7,1.2857142857142858,57.14285714285714
1995,Hong Kong,Asia,0,2,2,3,4,0.75,0.0
1995,Hungary,Europe,3,1,4,8,8,1.0,37.5
1995,Iceland,Europe,2,3,2,6,7,0.8571428571428571,28.57142857142857
1995,India,Asia,2,2,2,4,6,0.6666666666666666,33.33333333333333
1995,Indonesia,Asia,0,1,0,0,1,0.0,0.0
1995,Iraq,Asia,3,1,0,9,4,2.25,75.0
1995,Israel,Europe,4,1,6,17,11,1.5454545454545454,36.36363636363637
1995,Italy,Europe,7,1,1,17,9,1.8888888888888888,77.77777777777779
1995,Jamaica,North America,11,3,4,29,18,1.6111111111111112,61.111111111111114
1995,Japan,Asia,7,3,8,27,18,1.5,38.88888888888889
1995,Kazakhstan,Europe,0,1,1,0,2,0.0,0.0
1995,Kenya,Africa,1,1,0,2,2,1.0,50.0
1995,Korea Republic,Asia,3,3,3,11,9,1.2222222222222223,33.33333333333333
1995,Kuwait,Asia,1,1,1,3,3,1.0,33.33333333333333
1995,Latvia,Europe,5,0,5,14,10,1.4,50.0
1995,Lebanon,Asia,0,1,0,1,1,1.0,0.0
1995,Lesotho,Africa,0,0,3,1,3,0.3333333333333333,0.0
1995,Liberia,Africa,3,4,3,8,10,0.8,30.0
1995,Liechtenstein,Europe,0,1,4,0,5,0.0,0.0
1995,Lithuania,Europe,5,2,5,20,12,1.6666666666666667,41.66666666666667
1995,Luxembourg,Europe,3,1,4,5,8,0.625,37.5
1995,Malawi,Africa,1,2,1,4,4,1.0,25.0
1995,Malaysia,Asia,0,0,1,1,1,1.0,0.0
1995,Mali,Africa,4,1,12,16,17,0.9411764705882353,23.52941176470588
1995,Malta,Europe,1,1,6,3,8,0.375,12.5
1995,Mauritania,Africa,4,3,6,8,13,0.6153846153846154,30.76923076923077
1995,Mauritius,Africa,0,0,3,0,3,0.0,0.0
1995,Mexico,North America,6,3,7,19,16,1.1875,37.5
1995,Moldova,Europe,1,0,5,6,6,1.0,16.666666666666664
1995,Morocco,Africa,3,2,1,7,6,1.1666666666666667,50.0
1995,Mozambique,Africa,5,2,2,15,9,1.6666666666666667,55.55555555555556
1995,Myanmar,Asia,2,0,1,7,3,2.3333333333333335,66.66666666666666
1995,Namibia,Africa,0,2,3,3,5,0.6,0.0
1995,Nepal,Asia,1,0,2,3,3,1.0,33.33333333333333
1995,Netherlands,Europe,5,0,4,15,9,1.6666666666666667,55.55555555555556
1995,New Zealand,Oceania,1,2,5,9,8,1.125,12.5
1995,Nicaragua,North America,0,0,2,0,2,0.0,0.0
1995,Niger,Africa,0,1,3,3,4,0.75,0.0
1995,Nigeria,Africa,3,1,4,11,8,1.375,37.5
1995,North Macedonia,Europe,0,3,5,5,8,0.625,0.0
1995,Northern Ireland,Europe,3,2,3,14,8,1.75,37.5
1995,Norway,Europe,6,4,3,25,13,1.9230769230769231,46.15384615384615
1995,Pakistan,Asia,1,0,1,1,2,0.5,50.0
1995,Panama,North America,2,0,2,7,4,1.75,50.0
1995,Paraguay,South America,7,1,3,15,11,1.3636363636363635,63.63636363636363
1995,Peru,South America,2,1,4,12,7,1.7142857142857142,28.57142857142857
1995,Poland,Europe,2,3,2,11,7,1.5714285714285714,28.57142857142857
1995,Portugal,Europe,4,4,1,18,9,2.0,44.44444444444444
1995,Puerto Rico,North America,0,0,2,1,2,0.5,0.0
1995,Republic of Ireland,Europe,3,2,4,7,9,0.7777777777777778,33.33333333333333
1995,Romania,Europe,4,2,2,12,8,1.5,50.0
1995,Russia,Europe,7,1,1,30,9,3.3333333333333335,77.77777777777779
1995,San Marino,Europe,0,0,7,1,7,0.14285714285714285,0.0
1995,Saudi Arabia,Asia,1,1,6,10,8,1.25,12.5
1995,Scotland,Europe,6,2,1,13,9,1.4444444444444444,66.66666666666666
1995,Senegal,Africa,4,3,3,15,10,1.5,40.0
1995,Sierra Leone,Africa,9,1,3,19,13,1.4615384615384615,69.23076923076923
1995,Singapore,Asia,0,1,1,0,2,0.0,0.0
1995,Slovakia,Europe,5,1,3,13,9,1.4444444444444444,55.55555555555556
1995,Slovenia,Europe,4,0,4,13,8,1.625,50.0
1995,Solomon Islands,Oceania,1,0,3,5,4,1.25,25.0
1995,Somalia,Africa,0,0,2,0,2,0.0,0.0
1995,South Africa,Africa,3,3,0,10,6,1.6666666666666667,50.0
1995,Spain,Europe,5,4,0,18,9,2.0,55.55555555555556
1995,Sri Lanka,Asia,2,1,2,5,5,1.0,40.0
1995,St. Kitts and Nevis,North America,1,1,2,4,4,1.0,25.0
1995,St. Lucia,North America,3,1,5,11,9,1.2222222222222223,33.33333333333333
1995,St. Vincent and the Grenadines,North America,2,0,3,8,5,1.6,40.0
1995,Sudan,Africa,3,0,2,7,5,1.4,60.0
1995,Sweden,Europe,2,6,3,15,11,1.3636363636363635,18.181818181818183
1995,Switzerland,Europe,2,3,4,11,9,1.2222222222222223,22.22222222222222
1995,Syria,Asia,0,1,1,1,2,0.5,0.0
1995,Tahiti,Oceania,6,1,0,18,7,2.5714285714285716,85.71428571428571
1995,Tanzania,Africa,3,1,5,16,9,1.7777777777777777,33.33333333333333
1995,Thailand,Asia,2,0,2,9,4,2.25,50.0
1995,Togo,Africa,1,3,3,5,7,0.7142857142857143,14.285714285714285
1995,Trinidad and Tobago,South America,7,1,4,32,12,2.6666666666666665,58.333333333333336
1995,Tunisia,Africa,7,4,4,18,15,1.2,46.666666666666664
1995,Turkey,Europe,9,5,0,22,14,1.5714285714285714,64.28571428571429
1995,USA,North America,6,2,6,20,14,1.4285714285714286,42.857142857142854
1995,Uganda,Africa,2,4,1,5,7,0.7142857142857143,28.57142857142857
1995,Ukraine,Europe,3,0,4,8,7,1.1428571428571428,42.857142857142854
1995,Uruguay,South America,7,5,4,27,16,1.6875,43.75
1995,Uzbekistan,Asia,1,0,4,4,5,0.8,20.0
1995,Vanuatu,Oceania,0,0,3,1,3,0.3333333333333333,0.0
1995,Venezuela,South America,0,1,5,5,6,0.8333333333333334,0.0
1995,Vietnam,Asia,1,0,0,1,1,1.0,100.0
1995,Wales,Europe,1,2,3,5,6,0.8333333333333334,16.666666666666664
1995,Zambia,Africa,6,3,4,22,13,1.6923076923076923,46.15384615384615
1995,Zimbabwe,Africa,2,3,3,11,8,1.375,25.0
1996,Albania,Europe,0,1,3,2,4,0.5,0.0
1996,Algeria,Africa,4,1,2,11,7,1.5714285714285714,57.14285714285714
1996,Angola,Africa,3,1,3,12,7,1.7142857142857142,42.857142857142854
1996,Antigua and Barbuda,North America,0,1,1,4,2,2.0,0.0
1996,Argentina,South America,2,3,1,10,6,1.6666666666666667,33.33333333333333
1996,Armenia,Europe,1,3,5,5,9,0.5555555555555556,11.11111111111111
1996,Aruba,North America,0,0,2,3,2,1.5,0.0
1996,Australia,Oceania,5,2,4,21,11,1.9090909090909092,45.45454545454545
1996,Austria,Europe,5,1,0,7,6,1.1666666666666667,83.33333333333334
1996,Azerbaijan,Europe,2,2,4,6,8,0.75,25.0
1996,Bahrain,Asia,1,2,4,7,7,1.0,14.285714285714285
1996,Barbados,North America,2,0,5,4,7,0.5714285714285714,28.57142857142857
1996,Belarus,Europe,1,4,5,10,10,1.0,10.0
1996,Belgium,Europe,2,2,2,7,6,1.1666666666666667,33.33333333333333
1996,Belize,North America,0,0,2,2,2,1.0,0.0
1996,Benin,Africa,2,4,2,10,8,1.25,25.0
1996,Bolivia,South America,5,5,7,23,17,1.3529411764705883,29.411764705882355
1996,Bosnia and Herzegovina,Europe,2,0,3,5,5,1.0,40.0
1996,Botswana,Africa,0,1,1,0,2,0.0,0.0
1996,Brazil,South America,8,2,1,31,11,2.8181818181818183,72.72727272727273
1996,Brunei Darussalam,Asia,1,0,3,1,4,0.25,25.0
1996,Bulgaria,Europe,6,2,4,20,12,1.6666666666666667,50.0
1996,Burkina Faso,Africa,2,5,7,10,14,0.7142857142857143,14.285714285714285
1996,Burundi,Africa,2,0,0,2,2,1.0,100.0
1996,Cambodia,Asia,0,0,4,1,4,0.25,0.0
1996,Cameroon,Africa,2,2,2,9,6,1.5,33.33333333333333
1996,Canada,North America,6,1,2,14,9,1.5555555555555556,66.66666666666666
1996,Cayman Islands,North America,0,0,3,0,3,0.0,0.0
1996,Central African Republic,Africa,0,0,1,2,1,2.0,0.0
1996,Chile,South America,5,3,2,18,10,1.8,50.0
1996,China PR,Asia,5,1,8,28,14,2.0,35.714285714285715
1996,Chinese Taipei,Asia,0,0,2,1,2,0.5,0.0
1996,Colombia,South America,10,2,1,27,13,2.076923076923077,76.92307692307693
1996,Congo,Africa,2,2,1,4,5,0.8,40.0
1996,Costa Rica,North America,6,4,4,14,14,1.0,42.857142857142854
1996,Croatia,Europe,9,3,2,26,14,1.8571428571428572,64.28571428571429
1996,Cuba,North America,7,5,7,31,19,1.631578947368421,36.84210526315789
1996,Cyprus,Europe,3,2,5,9,10,0.9,30.0
1996,Czech Republic,Europe,9,2,4,25,15,1.6666666666666667,60.0
1996,Côte d'Ivoire,Africa,2,2,4,6,8,0.75,25.0
1996,Denmark,Europe,7,1,2,13,10,1.3,70.0
1996,Dominica,North America,1,2,3,7,6,1.1666666666666667,16.666666666666664
1996,Dominican Republic,North America,2,1,3,8,6,1.3333333333333333,33.33333333333333
1996,Ecuador,South America,10,2,4,24,16,1.5,62.5
1996,Egypt,Africa,5,2,3,17,10,1.7,50.0
1996,El Salvador,North America,5,3,8,23,16,1.4375,31.25
1996,England,Europe,9,2,1,22,12,1.8333333333333333,75.0
1996,Estonia,Europe,2,6,3,10,11,0.9090909090909091,18.181818181818183
1996,Eswatini,Africa,0,0,3,0,3,0.0,0.0
1996,Ethiopia,Africa,2,1,1,5,4,1.25,50.0
1996,Faroe Islands,Europe,0,1,4,5,5,1.0,0.0
1996,Finland,Europe,1,2,6,8,9,0.8888888888888888,11.11111111111111
1996,France,Europe,10,1,2,21,13,1.6153846153846154,76.92307692307693
1996,Gabon,Africa,6,6,4,18,16,1.125,37.5
1996,Gambia,Africa,1,1,2,4,4,1.0,25.0
1996,Georgia,Europe,1,0,7,7,8,0.875,12.5
1996,Germany,Europe,11,4,1,33,16,2.0625,68.75
1996,Ghana,Africa,6,7,8,19,21,0.9047619047619048,28.57142857142857
1996,Greece,Europe,5,1,3,14,9,1.5555555555555556,55.55555555555556
1996,Grenada,North America,2,0,2,9,4,2.25,50.0
1996,Guatemala,North America,8,4,8,21,20,1.05,40.0
1996,Guinea,Africa,3,2,2,12,7,1.7142857142857142,42.857142857142854
1996,Guinea-Bissau,Africa,1,0,1,4,2,2.0,50.0
1996,Guyana,South America,0,0,4,4,4,1.0,0.0
1996,Haiti,North America,3,3,2,16,8,2.0,37.5
1996,Honduras,North America,6,8,7,23,21,1.0952380952380953,28.57142857142857
1996,Hong Kong,Asia,2,0,1,12,3,4.0,66.66666666666666
1996,Hungary,Europe,3,0,5,8,8,1.0,37.5
1996,IR Iran,Asia,14,2,3,47,19,2.473684210526316,73.68421052631578
1996,Iceland,Europe,4,2,5,14,11,1.2727272727272727,36.36363636363637
1996,India,Asia,1,1,3,6,5,1.2,20.0
1996,Indonesia,Asia,4,3,10,33,17,1.9411764705882353,23.52941176470588
1996,Iraq,Asia,5,0,2,14,7,2.0,71.42857142857143
1996,Israel,Europe,3,1,5,13,9,1.4444444444444444,33.33333333333333
1996,Italy,Europe,4,2,2,12,8,1.5,50.0
1996,Jamaica,North America,11,4,6,24,21,1.1428571428571428,52.38095238095239
1996,Japan,Asia,9,0,3,27,12,2.25,75.0
1996,Jordan,Asia,1,0,1,4,2,2.0,50.0
1996,Kazakhstan,Europe,1,0,4,2,5,0.4,20.0
1996,Kenya,Africa,4,1,8,11,13,0.8461538461538461,30.76923076923077
1996,Korea Republic,Asia,7,3,5,35,15,2.3333333333333335,46.666666666666664
1996,Kuwait,Asia,13,5,8,42,26,1.6153846153846154,50.0
1996,Kyrgyz Republic,Asia,1,0,3,3,4,0.75,25.0
1996,Laos,Asia,1,1,2,5,4,1.25,25.0
1996,Latvia,Europe,0,3,5,5,8,0.625,0.0
1996,Lebanon,Asia,7,3,3,22,13,1.6923076923076923,53.84615384615385
1996,Liberia,Africa,2,0,3,8,5,1.6,40.0
1996,Liechtenstein,Europe,0,0,5,3,5,0.6,0.0
1996,Lithuania,Europe,4,2,4,18,10,1.8,40.0
1996,Luxembourg,Europe,0,1,4,2,5,0.4,0.0
1996,Macau,Asia,1,0,2,7,3,2.3333333333333335,33.33333333333333
1996,Madagascar,Africa,0,2,1,3,3,1.0,0.0
1996,Malawi,Africa,4,2,3,9,9,1.0,44.44444444444444
1996,Malaysia,Asia,4,3,1,24,8,3.0,50.0
1996,Maldives,Africa,0,0,6,4,6,0.6666666666666666,0.0
1996,Mali,Africa,3,3,3,11,9,1.2222222222222223,33.33333333333333
1996,Malta,Europe,0,2,8,2,10,0.2,0.0
1996,Mauritania,Africa,0,3,2,1,5,0.2,0.0
1996,Mauritius,Africa,1,2,1,3,4,0.75,25.0
1996,Mexico,North America,9,2,6,31,17,1.8235294117647058,52.94117647058824
1996,Moldova,Europe,1,1,5,7,7,1.0,14.285714285714285
1996,Morocco,Africa,6,1,2,23,9,2.5555555555555554,66.66666666666666
1996,Mozambique,Africa,3,2,5,6,10,0.6,30.0
1996,Myanmar,Asia,4,1,5,22,10,2.2,40.0
1996,Namibia,Africa,2,2,1,10,5,2.0,40.0
1996,Nepal,Asia,0,0,6,2,6,0.3333333333333333,0.0
1996,Netherlands,Europe,6,2,3,23,11,2.090909090909091,54.54545454545454
1996,New Zealand,Oceania,2,1,3,6,6,1.0,33.33333333333333
1996,Nicaragua,North America,0,0,3,1,3,0.3333333333333333,0.0
1996,Niger,Africa,0,1,0,0,1,0.0,0.0
1996,Nigeria,Africa,1,0,3,4,4,1.0,25.0
1996,North Macedonia,Europe,4,1,3,18,8,2.25,50.0
1996,Northern Ireland,Europe,1,3,3,6,7,0.8571428571428571,14.285714285714285
1996,Norway,Europe,5,1,1,12,7,1.7142857142857142,71.42857142857143
1996,Oman,Asia,8,5,12,35,25,1.4,32.0
1996,Pakistan,Asia,0,0,2,0,2,0.0,0.0
1996,Panama,North America,7,4,6,21,17,1.2352941176470589,41.17647058823529
1996,Paraguay,South America,5,2,3,12,10,1.2,50.0
1996,Peru,South America,4,3,5,18,12,1.5,33.33333333333333
1996,Philippines,Asia,0,0,10,1,10,0.1,0.0
1996,Poland,Europe,2,3,5,8,10,0.8,20.0
1996,Portugal,Europe,6,3,3,13,12,1.0833333333333333,50.0
1996,Qatar,Asia,10,2,7,38,19,2.0,52.63157894736842
1996,Republic of Ireland,Europe,3,3,5,17,11,1.5454545454545454,27.27272727272727
1996,Romania,Europe,6,0,4,22,10,2.2,60.0
1996,Russia,Europe,9,4,2,33,15,2.2,60.0
1996,Rwanda,Africa,0,2,4,5,6,0.8333333333333334,0.0
1996,San Marino,Europe,0,0,4,0,4,0.0,0.0
1996,Saudi Arabia,Asia,16,4,4,45,24,1.875,66.66666666666666
1996,Scotland,Europe,4,2,4,6,10,0.6,40.0
1996,Senegal,Africa,3,2,2,7,7,1.0,42.857142857142854
1996,Seychelles,Africa,0,1,1,1,2,0.5,0.0
1996,Sierra Leone,Africa,2,0,6,4,8,0.5,25.0
1996,Singapore,Asia,5,4,1,23,10,2.3,50.0
1996,Slovakia,Europe,4,1,3,19,8,2.375,50.0
1996,Slovenia,Europe,1,3,4,11,8,1.375,12.5
1996,Solomon Islands,Oceania,0,1,1,2,2,1.0,0.0
1996,South Africa,Africa,9,1,2,20,12,1.6666666666666667,75.0
1996,Spain,Europe,5,4,1,18,10,1.8,50.0
1996,Sri Lanka,Asia,3,1,5,9,9,1.0,33.33333333333333
1996,St. Kitts and Nevis,North America,2,3,2,11,7,1.5714285714285714,28.57142857142857
1996,St. Lucia,North America,1,1,2,3,4,0.75,25.0
1996,St. Vincent and the Grenadines,North America,0,2,3,2,5,0.4,0.0
1996,Sudan,Africa,5,3,3,10,11,0.9090909090909091,45.45454545454545
1996,Suriname,South America,3,1,4,7,8,0.875,37.5
1996,Sweden,Europe,7,1,3,16,11,1.4545454545454546,63.63636363636363
1996,Switzerland,Europe,2,2,6,8,10,0.8,20.0
1996,Syria,Asia,5,2,8,16,15,1.0666666666666667,33.33333333333333
1996,Tahiti,Oceania,1,0,2,2,3,0.6666666666666666,33.33333333333333
1996,Tajikistan,Asia,1,0,1,4,2,2.0,50.0
1996,Tanzania,Africa,0,5,8,9,13,0.6923076923076923,0.0
1996,Thailand,Asia,12,3,4,61,19,3.210526315789474,63.1578947368421
1996,Togo,Africa,5,2,2,13,9,1.4444444444444444,55.55555555555556
1996,Trinidad and Tobago,South America,8,4,9,36,21,1.7142857142857142,38.095238095238095
1996,Tunisia,Africa,8,1,5,22,14,1.5714285714285714,57.14285714285714
1996,Turkey,Europe,6,2,6,19,14,1.3571428571428572,42.857142857142854
1996,Turkmenistan,Asia,1,2,4,5,7,0.7142857142857143,14.285714285714285
1996,USA,North America,10,2,4,28,16,1.75,62.5
1996,Uganda,Africa,3,5,4,13,12,1.0833333333333333,25.0
1996,Ukraine,Europe,3,1,2,12,6,2.0,50.0
1996,United Arab Emirates,Asia,12,8,6,32,26,1.2307692307692308,46.15384615384615
1996,Uruguay,South America,3,1,4,10,8,1.25,37.5
1996,Uzbekistan,Asia,2,0,6,10,8,1.25,25.0
1996,Vanuatu,Oceania,0,1,0,1,1,1.0,0.0
1996,Venezuela,South America,2,3,9,8,14,0.5714285714285714,14.285714285714285
1996,Vietnam,Asia,4,2,2,18,8,2.25,50.0
1996,Wales,Europe,2,1,3,13,6,2.1666666666666665,33.33333333333333
1996,Yemen,Asia,1,0,3,2,4,0.5,25.0
1996,Zambia,Africa,10,4,5,28,19,1.4736842105263157,52.63157894736842
1996,Zimbabwe,Africa,3,3,2,13,8,1.625,37.5
1997,Albania,Europe,1,0,6,6,7,0.8571428571428571,14.285714285714285
1997,Algeria,Africa,5,4,5,12,14,0.8571428571428571,35.714285714285715
1997,Andorra,Europe,0,0,2,2,2,1.0,0.0
1997,Angola,Africa,3,4,1,8,8,1.0,37.5
1997,Antigua and Barbuda,North America,1,1,3,3,5,0.6,20.0
1997,Argentina,South America,7,5,2,17,14,1.2142857142857142,50.0
1997,Armenia,Europe,1,2,6,5,9,0.5555555555555556,11.11111111111111
1997,Aruba,North America,0,0,1,0,1,0.0,0.0
1997,Australia,Oceania,13,3,2,46,18,2.5555555555555554,72.22222222222221
1997,Austria,Europe,6,0,2,14,8,1.75,75.0
1997,Azerbaijan,Europe,1,1,8,5,10,0.5,10.0
1997,Bahrain,Asia,2,1,5,7,8,0.875,25.0
1997,Bangladesh,Asia,0,1,6,3,7,0.42857142857142855,0.0
1997,Barbados,North America,2,2,0,5,4,1.25,50.0
1997,Belarus,Europe,0,0,8,4,8,0.5,0.0
1997,Belgium,Europe,5,1,2,18,8,2.25,62.5
1997,Belize,North America,0,1,1,1,2,0.5,0.0
1997,Benin,Africa,0,3,3,3,6,0.5,0.0
1997,Bermuda,North America,0,0,2,2,2,1.0,0.0
1997,Bolivia,South America,9,2,7,25,18,1.3888888888888888,50.0
1997,Bosnia and Herzegovina,Europe,5,1,5,16,11,1.4545454545454546,45.45454545454545
1997,Botswana,Africa,0,2,2,2,4,0.5,0.0
1997,Brazil,South America,20,3,1,71,24,2.9583333333333335,83.33333333333334
1997,Bulgaria,Europe,4,0,1,12,5,2.4,80.0
1997,Burkina Faso,Africa,2,2,6,13,10,1.3,20.0
1997,Cabo Verde,Africa,0,1,2,3,3,1.0,0.0
1997,Cambodia,Asia,0,1,5,2,6,0.3333333333333333,0.0
1997,Cameroon,Africa,6,5,6,22,17,1.2941176470588236,35.294117647058826
1997,Canada,North America,1,3,7,5,11,0.45454545454545453,9.090909090909092
